Date,python,https://image.flaticon.com/icons/png/512/5011/5011450.png,javascript,java,php,c++,objective-c,r,swift,c,ruby,vb.net,perl
4/1/2014,5.335655678,8.034769707,11.09270518,10.44249616,8.959241094,4.158236919,2.402807263,1.311555403,0.003472852,2.097870228,1.433830784,0.938658669,0.445312338
5/1/2014,5.363183122,7.966619146,11.16153597,10.37248584,8.895149719,4.081534966,2.392683784,1.374536697,0.003404863,2.04577506,1.44156619,0.916845911,0.443351177
6/1/2014,5.418711819,7.884354122,11.17991122,10.35277877,8.719708741,3.966194435,2.387008407,1.420116253,0.298608725,1.990957738,1.435518442,0.893782035,0.442229886
7/1/2014,5.48647232,7.823705325,11.20195721,10.26093468,8.570190304,3.857732952,2.371248557,1.439643042,0.482976244,1.888388242,1.446676875,0.881428435,0.440447747
8/1/2014,5.502266856,7.796952086,11.28218427,10.07095328,8.41943558,3.74446141,2.3424386,1.472035498,0.690562763,1.776352319,1.465463568,0.854377251,0.435750614
9/1/2014,5.452479766,7.709146568,11.26232982,9.93771236,8.208969245,3.658033681,2.315048264,1.476703341,0.919472229,1.753358416,1.457508531,0.822842544,0.433444385
10/1/2014,5.512092198,7.586130715,11.205006,9.971695142,8.105780064,3.680087076,2.269434409,1.505654484,1.203788142,1.823013198,1.424843513,0.820324494,0.41690555
11/1/2014,5.566224088,7.47272307,11.11104026,10.16026983,8.066238475,3.770387761,2.20208937,1.536336208,1.216340108,1.924261033,1.391882704,0.814191632,0.410532819
12/1/2014,5.610229904,7.357455386,11.02652949,10.31114471,8.046246883,3.846041375,2.121749698,1.543006071,1.352645959,2.010461743,1.380051359,0.811623574,0.400075167
1/1/2015,5.665862143,7.246687519,11.00103926,10.38238929,8.072893849,3.867234473,2.029830675,1.565391397,1.51463715,2.070115461,1.370873052,0.809843465,0.387497196
2/1/2015,5.824443117,7.166315742,11.04028653,10.363556,8.069173742,3.889924749,1.955937089,1.634112571,1.671908754,2.082323212,1.36577515,0.796849308,0.371544292
3/1/2015,5.942505936,7.112053166,11.01985715,10.37772665,8.066457887,3.877521506,1.875620924,1.68864706,1.767360675,2.055330742,1.354987849,0.778710375,0.365483385
4/1/2015,6.003429313,7.069317326,11.0704184,10.32568203,8.082809302,3.843534554,1.839552486,1.715486735,1.885140739,2.031441197,1.365916729,0.76112021,0.347636323
5/1/2015,6.050886658,7.083819615,11.27529775,10.21689177,8.061803563,3.796444074,1.786322682,1.781842077,1.975353579,2.005768355,1.359737855,0.73812008,0.33127648
6/1/2015,6.142679204,7.110740803,11.45542229,10.12554985,7.950145039,3.750477291,1.758434713,1.823042083,2.068900921,1.95647028,1.341920744,0.725839917,0.321580188
7/1/2015,6.194198218,7.155196578,11.69505012,10.04809829,7.921970907,3.667596723,1.72086483,1.877439108,2.212380831,1.843635471,1.338204867,0.721991049,0.314050953
8/1/2015,6.209180607,7.219215687,11.97462888,9.848791087,7.921144156,3.536968217,1.70413143,1.887121038,2.394930996,1.715261083,1.334648517,0.713464174,0.30668148
9/1/2015,6.237091753,7.292114154,12.18272229,9.666920707,7.861335856,3.449314219,1.671385023,1.911786988,2.484234129,1.645462004,1.314059267,0.711469113,0.299625583
10/1/2015,6.371476449,7.224150407,12.13792802,9.660912927,7.782826653,3.471299265,1.637932621,1.938231356,2.536296755,1.661534721,1.279521129,0.699072545,0.297186828
11/1/2015,6.497123902,7.173051072,12.11763682,9.757023184,7.749096906,3.574117941,1.567543599,1.970699038,2.560427428,1.731098448,1.224718783,0.678716562,0.287486179
12/1/2015,6.587913298,7.137250684,12.10874582,9.764332059,7.770833471,3.649334558,1.489780045,1.93220989,2.541442716,1.801624836,1.195514926,0.671635045,0.283829195
1/1/2016,6.716072893,7.042935503,12.15541421,9.71945156,7.810409488,3.676112933,1.421679838,1.938198646,2.510911581,1.854730172,1.177031982,0.673501056,0.272551955
2/1/2016,6.892065868,6.944335441,12.13419345,9.709308399,7.876180647,3.70819996,1.345632716,1.946042589,2.503793135,1.856326168,1.172429709,0.663635842,0.272627752
3/1/2016,6.949571169,6.924609465,12.18418767,9.69661355,7.886498642,3.650224909,1.267514172,1.952673984,2.547132611,1.804049016,1.161758005,0.661130985,0.264985905
4/1/2016,6.959990531,6.930997352,12.18225029,9.684488763,7.861719634,3.556456804,1.230823064,1.975892597,2.546821554,1.739290605,1.167198228,0.655643569,0.263152375
5/1/2016,6.997098105,6.949329287,12.16759307,9.56678654,7.791636965,3.444128941,1.179784961,2.008760923,2.507154793,1.668769516,1.157066302,0.651351878,0.259405693
6/1/2016,7.036962211,7.005301117,12.08714628,9.457566396,7.66340706,3.391748044,1.144678455,2.038442129,2.499889872,1.581923248,1.149303941,0.634285372,0.257377609
7/1/2016,7.081843765,7.012645586,12.21187784,9.252617157,7.538652126,3.31466925,1.10844811,2.080497046,2.554830123,1.498920988,1.125986824,0.625261963,0.252465591
8/1/2016,7.108511829,7.063986327,12.32130519,8.948129885,7.453362078,3.168178238,1.081928886,2.096337235,2.592782514,1.399766313,1.108705306,0.617459844,0.25681429
9/1/2016,7.16110932,6.966390842,12.32405858,8.67909991,7.398464154,3.066667607,1.051772269,2.061283047,2.67877635,1.351441636,1.1085533,0.608181368,0.260870229
10/1/2016,7.31902654,6.848142154,12.22876792,8.630158801,7.271692187,3.10181308,1.027109608,2.092790859,2.751511783,1.431723942,1.091570422,0.592384116,0.255801674
11/1/2016,7.540679905,6.760012944,12.16770959,8.691972225,7.153218399,3.177644632,0.979332216,2.080039275,2.728251668,1.555847617,1.063583106,0.584461571,0.250839604
12/1/2016,7.701519723,6.72140139,12.10138876,8.710524602,7.105407711,3.205055872,0.95227663,2.044729,2.65511874,1.636158606,1.049011048,0.571627875,0.244490559
1/1/2017,7.898765191,6.645690966,12.02901693,8.690426286,7.115975276,3.294547929,0.918368248,2.02367934,2.605403366,1.705388982,1.04824611,0.558595737,0.231517196
2/1/2017,8.148364692,6.66369942,12.06525122,8.641517896,7.129594778,3.28696571,0.875159952,2.059717649,2.500645584,1.724334671,1.009622319,0.552390138,0.223830412
3/1/2017,8.309659067,6.647444062,12.08682334,8.610377554,7.125564341,3.222785391,0.832566525,2.08519396,2.419289554,1.652123648,0.979324345,0.54412434,0.218501126
4/1/2017,8.443217662,6.559125589,12.12450908,8.608419938,7.153297248,3.18555324,0.781382282,2.156608495,2.360233609,1.598933109,0.944849896,0.538041685,0.21642397
5/1/2017,8.570252439,6.526935554,12.0838054,8.654969307,7.137644771,3.107659087,0.72314111,2.232304355,2.314223118,1.547557089,0.906866584,0.531747763,0.211922584
6/1/2017,8.754661499,6.470265476,12.08226221,8.644815121,7.029784796,2.992730048,0.694586589,2.337269064,2.293776732,1.49976018,0.859210354,0.520411137,0.20999972
7/1/2017,8.952306929,6.403807881,12.06851746,8.555250803,6.910497926,2.959782264,0.664553268,2.42795486,2.313306246,1.416012833,0.842324147,0.510851108,0.199921333
8/1/2017,9.11066368,6.349720681,12.12414913,8.383952085,6.82750393,2.881161469,0.631689184,2.487392483,2.327165012,1.351328396,0.821999488,0.494322963,0.198799961
9/1/2017,9.266009218,6.32846352,12.08896598,8.172439057,6.755563402,2.773523629,0.614011707,2.532316509,2.354556474,1.289979182,0.805958338,0.480052896,0.195913795
10/1/2017,9.529941703,6.245376374,12.0256342,8.066755616,6.630655392,2.820134632,0.588042147,2.604352069,2.374007554,1.324401932,0.795695748,0.466780414,0.197341056
11/1/2017,9.745823125,6.138262797,11.90089732,8.108535981,6.564189154,2.891313111,0.546236501,2.640525801,2.337679752,1.4102085,0.775824679,0.461336787,0.193214608
12/1/2017,9.924059493,6.076460801,11.83210038,8.184139036,6.51188671,2.946279462,0.511027141,2.641615714,2.295820913,1.484656028,0.746667903,0.454009461,0.189473112
1/1/2018,10.09811052,6.013862382,11.78830577,8.177296307,6.46327198,3.000357878,0.482701979,2.650126529,2.292135091,1.531699923,0.734360169,0.444577194,0.179605009
2/1/2018,10.33177233,5.916200127,11.69656895,8.177616199,6.340076813,3.047248766,0.449694602,2.718456373,2.271907902,1.553291297,0.718119884,0.436553258,0.172212386
3/1/2018,10.4121902,5.847305102,11.5767478,8.100459836,6.207676672,3.034525206,0.417802013,2.774711609,2.283898993,1.5117592,0.688212644,0.425952469,0.16680004
4/1/2018,10.49334904,5.825522966,11.49122675,8.083642141,6.055147486,3.01382377,0.389979907,2.823404181,2.290287348,1.432214005,0.67059245,0.405268214,0.166293281
5/1/2018,10.53682437,5.829071357,11.31271615,8.043869813,5.926969682,2.959891105,0.371316157,2.87772903,2.281315984,1.413523394,0.653533882,0.398127235,0.162861401
6/1/2018,10.69081871,5.797411774,11.17855088,8.034439021,5.757032775,2.898782752,0.350758246,2.938018435,2.221676584,1.374803785,0.63768811,0.395954234,0.164260257
7/1/2018,10.80766465,5.857052094,11.16418884,7.939021981,5.634949853,2.791852322,0.336704349,2.902146101,2.237077396,1.29520103,0.621129417,0.386053099,0.16515517
8/1/2018,10.9856442,5.926968593,11.21137943,7.804498591,5.571036228,2.685868669,0.326807866,2.832940409,2.219350868,1.222142753,0.609408315,0.373000272,0.160350006
9/1/2018,11.12626467,5.95050593,11.22225774,7.641315245,5.537517156,2.632045773,0.316001714,2.775379858,2.214763204,1.208649902,0.595814264,0.382751508,0.157883717
10/1/2018,11.30292144,5.929418414,11.24172616,7.603957194,5.434017307,2.61366469,0.298290897,2.756414756,2.191801366,1.235091312,0.584798083,0.373977751,0.164461337
11/1/2018,11.54521167,5.925824928,11.18113026,7.652023484,5.295349065,2.66837477,0.280830403,2.741504439,2.181888179,1.33898818,0.566487774,0.371400354,0.164159928
12/1/2018,11.69064145,5.89306959,11.11462306,7.770387272,5.170340976,2.721512544,0.258365291,2.706423383,2.141898831,1.476634431,0.570348795,0.366833818,0.166415586
1/1/2019,11.72879643,5.871193903,11.00456563,7.825231572,5.062627865,2.751869848,0.241563822,2.717893044,2.079880641,1.573855856,0.581908143,0.381177663,0.17290752
2/1/2019,11.91214172,5.856595503,10.93754272,7.840878787,5.004008145,2.74557934,0.223775767,2.776891502,2.01125816,1.60069216,0.580759247,0.385401898,0.178611771
3/1/2019,12.12608418,5.807402237,10.92337422,7.780906446,4.953589784,2.760441142,0.209015436,2.793729156,1.968395134,1.590695777,0.573259836,0.389347324,0.171417588
4/1/2019,12.30425855,5.866149946,10.87205828,7.670814169,4.946802062,2.752548781,0.2051114,2.829364429,1.973533998,1.570084757,0.561405441,0.397399091,0.167187528
5/1/2019,12.420429,5.918859107,10.84521921,7.55726577,4.930957373,2.75954418,0.20061621,2.884216352,1.96479282,1.514887782,0.539131238,0.403409383,0.163503384
6/1/2019,12.68432776,5.860083937,10.8827381,7.490415665,4.851071456,2.774057617,0.195824814,2.935717117,2.029190149,1.461783388,0.518536392,0.401871197,0.163566778
7/1/2019,12.81337435,5.792681967,10.81573331,7.399025207,4.698858421,2.781102276,0.190577518,2.900398753,2.060781624,1.387207777,0.505381641,0.388593821,0.156211938
8/1/2019,12.88003831,5.752303043,10.81781121,7.216175568,4.54096391,2.666903447,0.186246094,2.903482627,2.058668467,1.294285112,0.505320588,0.379464431,0.15239325
9/1/2019,12.68600868,5.654913684,10.80735047,7.163547206,4.389219646,2.603966179,0.183433089,2.859315912,2.01436689,1.240560234,0.504954518,0.361735979,0.150664274
10/1/2019,12.78252413,5.503789834,10.70954079,7.143269857,4.23112065,2.642838059,0.191673992,2.858581011,1.98576419,1.252996666,0.50670108,0.354486282,0.143357489
11/1/2019,12.92857769,5.416024763,10.59442939,7.106408401,4.137414249,2.69229407,0.193454133,2.832323886,1.903362107,1.304618549,0.487233296,0.33933187,0.133491985
12/1/2019,13.03495509,5.359844746,10.62578923,7.043230852,4.052557682,2.761346819,0.200073499,2.82857546,1.891713591,1.390241362,0.488295685,0.336632317,0.126584911
1/1/2020,13.14744891,5.29534083,10.57952276,7.064208719,4.008751603,2.848736141,0.205899684,2.803730718,1.897152195,1.438544203,0.478897643,0.330878901,0.120688591
2/1/2020,13.4298879,5.208605119,10.57235438,7.003266493,3.966035993,2.849518667,0.203177795,2.851685378,1.899492226,1.414981345,0.462224298,0.331491876,0.117011611
3/1/2020,13.66291396,5.105638569,10.70465037,6.945990018,3.888334425,2.801249733,0.192586701,2.891434993,1.880157239,1.40264991,0.443377975,0.327585403,0.115763689
4/1/2020,13.89634884,4.965598406,10.83812349,6.937051697,3.807362127,2.823039005,0.186765703,2.96590107,1.865778663,1.404758559,0.437568622,0.326929461,0.110365932
5/1/2020,14.29934133,4.812765271,10.94401798,6.878033644,3.734974704,2.854613705,0.177576918,3.019695301,1.83732002,1.426141826,0.409877546,0.310194967,0.10892999
6/1/2020,14.67586811,4.667735019,11.04515145,6.795049512,3.709407133,2.912619586,0.16804739,3.059454021,1.830360991,1.433556836,0.376281333,0.299657121,0.108027933
